nid,pid
13,ir:MasterofGlobalAffairsProjects
14,ir:citationCollection
15,ir:graduate-works
16,ir:lac_harvest
17,ir:medprojects
18,ir:mnprojects
19,ir:signatureCollection
20,ir:thesisCollection
21,ir:undergradCollection
1033,ir:ir-batch6-5770
1042,ir:869
1056,ir:ir-batch6-4573
1068,ir:540
1075,ir:ir-batch6-1236
1078,ir:26656
1083,ir:ir-batch8-102
1086,ir:282
1089,ir:ir-batch6-6175
1111,ir:ir-batch6-5203
1114,ir:ir-batch6-6116
1122,ir:ir-batch6-853
1127,ir:523
1129,ir:ir-batch6-3481
1137,ir:ir-batch6-4839
1140,ir:ir-batch6-5569
1151,ir:ir-batch6-3139
1155,ir:ir-batch6-5713
1159,ir:ir-batch6-3653
1162,ir:ir-batch6-1816
1165,ir:ir-batch6-4510
1168,ir:ir-batch6-5840
1179,ir:ir-batch6-3447
1183,ir:ir-batch6-2917
1185,ir:ir-batch6-6178
1187,ir:ir-batch6-5507
1194,ir:ir-batch6-2186
1197,ir:227
1199,ir:ir-batch6-3157
1202,ir:ir-batch6-4214
1206,ir:ir-batch6-5886
1212,ir:737
1220,ir:ir-batch10-107
1223,ir:ir-batch6-5017
1230,ir:ir-batch6-4277
1237,ir:ir-batch6-3134
1243,ir:ir-batch6-5074
1250,ir:ir-batch6-1022
1260,ir:ir-batch6-2974
1263,ir:ir-batch6-3424
1267,ir:26638
1273,ir:244
1283,ir:ir-batch6-5564
1287,ir:ir-batch6-4834
1289,ir:ir-batch6-4425
1293,ir:ir-batch6-5975
1295,ir:ir-batch6-3766
1301,ir:ir-batch7-127
1303,ir:ir-batch6-6259
1309,ir:106
1314,ir:ir-batch6-5626
1317,ir:ir-batch6-3835
1338,ir:ir-batch6-2075
1340,ir:ir-batch6-1360
1346,ir:416
1363,ir:ir-batch6-2887
1367,ir:ir-batch6-905
1368,ir:ir-batch6-5497
1377,ir:ir-batch6-2016
1389,ir:ir-batch6-1940
1395,ir:ir-batch6-5916
1407,ir:ir-batch13-114
1411,ir:ir-batch6-5645
1416,ir:165
1419,ir:ir-batch6-5393
1420,ir:ir-batch6-6086
1427,ir:ir-batch6-4901
1437,ir:ir-batch6-2078
1438,ir:74
1441,ir:ir-batch6-4652
1449,ir:ir-batch6-3511
1459,ir:ir-batch6-4428
1460,ir:ir-batch6-5141
1463,ir:ir-batch6-6254
1470,ir:661
1471,ir:ir-batch6-5683
1473,ir:ir-batch6-3890
1482,ir:10276
1484,ir:ir-batch6-3001
1493,ir:ir-batch6-3838
1495,ir:ir-batch6-4389
1497,ir:602
1504,ir:ir-batch6-5122
1521,ir:ir-batch6-3062
1523,ir:ir-batch6-5648
1530,ir:168
1534,ir:ir-batch6-2771
1538,ir:ir-batch6-199
1540,ir:ir-batch6-4962
1551,ir:ir-batch12-161
1552,ir:ir-batch6-908
1554,ir:ir-batch6-131
1557,ir:478
1563,ir:ir-batch6-5358
1565,ir:ir-batch6-4631
1568,ir:17
1570,ir:ir-batch9-104
1573,ir:744
1579,ir:ir-batch6-5064
1580,ir:ir-batch6-2327
1597,ir:ir-batch14-124
1607,ir:ir-batch6-5574
1609,ir:596
1613,ir:26680
1625,ir:ir-batch6-4777
1627,ir:26628
1631,ir:237
1632,ir:ir-batch6-5517
1636,ir:ir-batch6-4847
1642,ir:ir-batch6-885
1648,ir:ir-batch6-2907
1649,ir:ir-batch6-6168
1660,ir:ir-batch6-1868
1662,ir:ir-batch6-5007
1665,ir:ir-batch10-117
1667,ir:ir-batch6-1793
1669,ir:ir-batch6-5896
1677,ir:ir-batch6-3147
1690,ir:ir-batch6-5579
1695,ir:ir-batch6-4829
1697,ir:259
1701,ir:ir-batch6-2692
1705,ir:533
1706,ir:ir-batch11-101
1708,ir:ir-batch6-5213
1709,ir:ir-batch6-2969
1712,ir:ir-batch6-6106
1718,ir:ir-batch6-2150
1723,ir:ir-batch6-200
1726,ir:ir-batch6-1806
1731,ir:ir-batch6-5850
1734,ir:ir-batch6-4500
1742,ir:ir-batch6-3910
1745,ir:ir-batch6-5703
1752,ir:ir-batch6-4563
1786,ir:ir-batch6-3973
1801,ir:ir-batch6-4073
1808,ir:ir-batch6-1226
1812,ir:ir-batch6-5270
1815,ir:292
1820,ir:550
1834,ir:ir-batch6-5658
1838,ir:ir-batch6-3072
1842,ir:ir-batch6-5132
1853,ir:ir-batch6-2271
1862,ir:ir-batch6-5348
1864,ir:ir-batch6-4621
1876,ir:ir-batch12-171
1880,ir:ir-batch6-2761
1888,ir:ir-batch6-4972
1894,ir:ir-batch6-4642
1899,ir:64
1906,ir:ir-batch6-2851
1907,ir:ir-batch6-4911
1910,ir:ir-batch6-5441
1923,ir:ir-batch6-5383
1924,ir:ir-batch6-6096
1926,ir:ir-batch6-3011
1937,ir:ir-batch6-2578
1938,ir:ir-batch6-4490
1947,ir:ir-batch6-5693
1948,ir:ir-batch6-3880
1951,ir:ir-batch6-4438
1958,ir:ir-batch6-5151
1971,ir:ir-batch6-2006
1980,ir:ir-batch6-4684
1994,ir:ir-batch6-5197
2006,ir:ir-batch6-5655
2022,ir:ir-batch6-4394
2026,ir:ir-batch6-5636
2029,ir:ir-batch6-1660
2031,ir:ir-batch6-2575
2034,ir:ir-batch6-3825
2035,ir:116
2046,ir:ir-batch6-5965
2052,ir:ir-batch6-1933
2065,ir:ir-batch6-2065
2066,ir:69
2071,ir:ir-batch6-6033
2088,ir:912
2114,ir:ir-batch6-4408
2119,ir:ir-batch6-3089
2120,ir:ir-batch6-2861
2122,ir:ir-batch6-3531
2123,ir:54
2132,ir:ir-batch6-4989
2134,ir:ir-batch6-172
2135,ir:351
2141,ir:ir-batch12-122
2148,ir:ir-batch6-4118
2150,ir:493
2155,ir:ir-batch6-4921
2158,ir:458
2159,ir:ir-batch6-928
2169,ir:ir-batch6-2802
2170,ir:ir-batch6-5378
2177,ir:ir-batch6-980
2186,ir:332
2187,ir:ir-batch6-3042
2189,ir:ir-batch6-5668
2194,ir:ir-batch13-139
2197,ir:ir-batch6-4301
2204,ir:148
2217,ir:ir-batch6-5102
2221,ir:ir-batch6-6003
2227,ir:59
2234,ir:ir-batch6-2797
2237,ir:436
2250,ir:ir-batch6-1192
2251,ir:ir-batch6-3815
2258,ir:ir-batch6-5606
2261,ir:ir-batch6-3746
2264,ir:ir-batch7-107
2266,ir:ir-batch6-1903
2274,ir:ir-batch6-3084
2276,ir:ir-batch6-5665
2277,ir:687
2284,ir:ir-batch6-2526
2286,ir:ir-batch13-134
2288,ir:ir-batch6-3876
2295,ir:ir-batch6-366
2308,ir:455
2311,ir:ir-batch6-925
2312,ir:ir-batch6-2036
2321,ir:ir-batch6-5375
2326,ir:ir-batch6-3235
2343,ir:ir-batch6-1858
2344,ir:ir-batch6-5037
2350,ir:ir-batch6-4234
2358,ir:ir-batch6-534
2361,ir:844
2367,ir:ir-batch6-5527
2381,ir:ir-batch6-2937
2388,ir:ir-batch6-6193
2389,ir:264
2390,ir:ir-batch6-5286
2391,ir:ir-batch6-5544
2399,ir:ir-batch6-2607
2402,ir:26618
2419,ir:ir-batch6-5054
2428,ir:ir-batch14-114
2429,ir:ir-batch6-4595
2431,ir:ir-batch6-1893
2432,ir:ir-batch6-557
2436,ir:ir-batch6-3114
2439,ir:ir-batch6-1768
2441,ir:ir-batch6-4257
2450,ir:ir-batch6-2992
2452,ir:ir-batch6-4781
2454,ir:ir-batch6-810
2456,ir:ir-batch6-5582
2466,ir:26676
2475,ir:ir-batch6-1855
2482,ir:ir-batch6-4553
2492,ir:ir-batch6-5750
2494,ir:ir-batch6-5092
2495,ir:ir-batch6-539
2497,ir:ir-batch6-4530
2501,ir:ir-batch6-5860
2509,ir:ir-batch6-5059
2529,ir:ir-batch6-5733
2541,ir:269
2543,ir:ir-batch6-4819
2557,ir:ir-batch6-2160
2558,ir:26615
2563,ir:ir-batch6-5223
2564,ir:ir-batch6-2959
2565,ir:ir-batch6-6136
2566,ir:503
2570,ir:ir-batch6-4476
2574,ir:ir-batch6-3735
2588,ir:ir-batch6-5675
2590,ir:697
2594,ir:ir-batch6-3866
2621,ir:ir-batch6-2026
2631,ir:ir-batch6-5365
2634,ir:ir-batch6-935
2640,ir:ir-batch6-4105
2653,ir:426
2654,ir:ir-batch6-4994
2662,ir:ir-batch6-2045
2670,ir:ir-batch6-3094
2674,ir:ir-batch6-1913
2676,ir:ir-batch6-3756
2688,ir:ir-batch6-3805
2689,ir:ir-batch6-5616
2702,ir:ir-batch6-5402
2704,ir:ir-batch6-4952
2707,ir:ir-batch6-2741
2710,ir:ir-batch6-990
2717,ir:ir-batch6-5368
2720,ir:448
2721,ir:ir-batch6-3280
2724,ir:ir-batch6-938
2725,ir:ir-batch6-1144
2728,ir:ir-batch6-5112
2731,ir:ir-batch6-6207
2734,ir:ir-batch6-3738
2741,ir:ir-batch6-5983
2746,ir:ir-batch6-5678
2750,ir:ir-batch6-3052
2763,ir:ir-batch6-3099
2784,ir:ir-batch6-2558
2786,ir:ir-batch6-3031
2793,ir:902
2811,ir:341
2813,ir:ir-batch12-132
2815,ir:ir-batch6-4999
2822,ir:ir-batch6-3521
2824,ir:ir-batch6-2871
2825,ir:ir-batch6-4662
2833,ir:ir-batch6-3109
2837,ir:ir-batch6-1775
2841,ir:ir-batch14-109
2842,ir:ir-batch6-4588
2853,ir:ir-batch6-3998
2855,ir:ir-batch6-5870
2857,ir:892
2863,ir:ir-batch6-1826
2866,ir:ir-batch6-5049
2871,ir:ir-batch6-3663
2872,ir:513
2876,ir:ir-batch6-4098
2878,ir:ir-batch6-1265
2880,ir:ir-batch6-2170
2884,ir:ir-batch6-5233
2885,ir:ir-batch6-2949
2890,ir:ir-batch6-5559
2905,ir:279
2909,ir:ir-batch6-5250
2911,ir:ir-batch6-6145
2918,ir:26666
2922,ir:570
2923,ir:ir-batch6-5592
2926,ir:ir-batch6-2982
2937,ir:ir-batch6-529
2938,ir:ir-batch6-5082
2940,ir:ir-batch6-4229
2944,ir:ir-batch6-2403
2949,ir:ir-batch6-5740
2971,ir:ir-batch6-4757
2984,ir:ir-batch6-5554
2993,ir:ir-batch6-2617
2995,ir:274
2998,ir:ir-batch6-3104
3002,ir:ir-batch6-4247
3007,ir:ir-batch6-4585
3011,ir:ir-batch6-1883
3026,ir:ir-batch6-5044
3031,ir:854
3035,ir:ir-batch6-4224
3053,ir:ir-batch6-2927
3057,ir:ir-batch6-6148
3067,ir:217
3078,ir:ir-batch6-5537
3087,ir:ir-batch6-3051
3090,ir:699
3093,ir:ir-batch6-4312
3094,ir:ir-batch6-3868
3101,ir:ir-batch6-4478
3105,ir:ir-batch6-5928
3107,ir:ir-batch6-1147
3113,ir:ir-batch6-5111
3128,ir:ir-batch6-2811
3131,ir:ir-batch6-102
3132,ir:ir-batch6-3283
3139,ir:ir-batch6-4951
3143,ir:ir-batch6-5401
3146,ir:ir-batch6-993
3155,ir:ir-batch6-2789
3157,ir:ir-batch6-958
3158,ir:428
3163,ir:ir-batch6-2872
3165,ir:ir-batch6-3522
3167,ir:47
3169,ir:ir-batch6-4661
3176,ir:ir-batch6-5462
3177,ir:480
3179,ir:ir-batch6-4932
3181,ir:342
3183,ir:ir-batch12-131
3190,ir:ir-batch6-5618
3193,ir:ir-batch6-3032
3198,ir:901
3211,ir:ir-batch6-5172
3222,ir:ir-batch6-2025
3226,ir:384
3228,ir:ir-batch6-6073
3232,ir:446
3238,ir:ir-batch6-936
3239,ir:81
3259,ir:694
3261,ir:ir-batch6-5676
3267,ir:ir-batch6-3865
3272,ir:ir-batch6-5925
3274,ir:ir-batch6-4475
3278,ir:ir-batch6-6209
3282,ir:ir-batch6-3736
3289,ir:ir-batch13-144
3296,ir:ir-batch6-5615
3300,ir:ir-batch6-3097
3304,ir:ir-batch6-3755
3305,ir:ir-batch6-1910
3307,ir:ir-batch7-114
3312,ir:ir-batch6-5946
3316,ir:ir-batch6-2784
3318,ir:ir-batch6-4997
3319,ir:425
3349,ir:ir-batch6-5785
3351,ir:ir-batch6-3996
3360,ir:ir-batch6-1828
3367,ir:ir-batch6-3107
3368,ir:ir-batch6-286
3373,ir:ir-batch6-4244
3376,ir:ir-batch6-4586
3377,ir:ir-batch6-1880
3378,ir:ir-batch6-544
3380,ir:ir-batch6-5557
3390,ir:ir-batch6-6180
3391,ir:277
3404,ir:ir-batch6-3417
3408,ir:214
3420,ir:ir-batch6-5534
3425,ir:ir-batch6-2924
3430,ir:26668
3444,ir:ir-batch6-1072
3452,ir:ir-batch6-527
3457,ir:ir-batch6-4227
3459,ir:ir-batch6-1718
3479,ir:510
3481,ir:ir-batch6-860
3487,ir:ir-batch6-1266
3493,ir:ir-batch6-5230
3504,ir:891
3505,ir:ir-batch6-5873
3510,ir:ir-batch6-3660
3515,ir:ir-batch6-1825
3518,ir:ir-batch6-5720
3530,ir:ir-batch6-5029
3539,ir:ir-batch6-4540
3544,ir:ir-batch6-5081
3550,ir:ir-batch6-2400
3553,ir:ir-batch6-3950
3554,ir:ir-batch6-5743
3559,ir:ir-batch6-3169
3561,ir:219
3572,ir:ir-batch6-5539
3575,ir:ir-batch6-3313
3577,ir:ir-batch6-6146
3578,ir:ir-batch6-2929
3584,ir:26665
3585,ir:ir-batch6-2110
3592,ir:ir-batch6-5591
3593,ir:573
3594,ir:ir-batch6-1900
3596,ir:ir-batch7-104
3600,ir:ir-batch6-3745
3602,ir:ir-batch6-5956
3604,ir:ir-batch6-1139
3609,ir:ir-batch6-3087
3622,ir:ir-batch6-5605
3639,ir:ir-batch6-5315
3648,ir:ir-batch12-184
3656,ir:435
3657,ir:ir-batch6-4987
3673,ir:ir-batch6-675
3676,ir:ir-batch6-926
3683,ir:ir-batch6-2035
3685,ir:ir-batch6-5376
3687,ir:394
3688,ir:ir-batch6-6063
3698,ir:ir-batch6-6219
3705,ir:ir-batch6-5666
3706,ir:ir-batch6-3875
3708,ir:ir-batch13-137
3719,ir:146
3721,ir:352
3722,ir:ir-batch12-121
3723,ir:ir-batch6-1424
3727,ir:ir-batch6-3258
3728,ir:ir-batch6-4922
3731,ir:ir-batch6-5472
3733,ir:490
3734,ir:ir-batch6-3532
3736,ir:ir-batch6-2862
3741,ir:ir-batch6-4671
3744,ir:57
3750,ir:ir-batch6-171
3751,ir:438
3754,ir:ir-batch6-3748
3772,ir:ir-batch6-461
3773,ir:911
3777,ir:ir-batch6-4361
3780,ir:ir-batch13-159
3786,ir:ir-batch6-5608
3794,ir:ir-batch6-5938
3801,ir:ir-batch6-6214
3807,ir:689
3812,ir:ir-batch6-3041
3813,ir:ir-batch6-2528
3823,ir:ir-batch6-5990
3837,ir:ir-batch6-1447
3840,ir:ir-batch6-983
3846,ir:ir-batch12-142
3849,ir:331
3856,ir:ir-batch6-2038
3857,ir:34
3861,ir:ir-batch6-4612
3863,ir:399
3878,ir:ir-batch6-5091
3881,ir:ir-batch6-250
3882,ir:719
3889,ir:ir-batch6-5039
3891,ir:ir-batch6-1856
3894,ir:ir-batch6-4550
3899,ir:ir-batch6-5581
3905,ir:ir-batch6-3469
3909,ir:ir-batch6-5243
3913,ir:26675
3919,ir:ir-batch6-4040
3928,ir:ir-batch6-5529
3931,ir:ir-batch6-2991
3934,ir:ir-batch6-4782
3936,ir:ir-batch6-2163
3937,ir:26616
3944,ir:ir-batch6-5220
3947,ir:500
3951,ir:ir-batch6-5288
3968,ir:829
3973,ir:ir-batch6-5730
3981,ir:ir-batch6-4259
3984,ir:ir-batch6-5863
3989,ir:ir-batch6-4533
3998,ir:ir-batch6-233
4006,ir:ir-batch6-2934
4010,ir:26678
4013,ir:ir-batch6-4727
4022,ir:ir-batch6-5524
4027,ir:204
4038,ir:ir-batch6-537
4054,ir:ir-batch6-4596
4056,ir:ir-batch6-554
4057,ir:ir-batch6-1890
4058,ir:ir-batch6-3117
4065,ir:ir-batch6-4254
4069,ir:ir-batch6-1001
4076,ir:ir-batch6-5057
4080,ir:777
4088,ir:ir-batch6-6138
4094,ir:ir-batch6-5285
4097,ir:267
4117,ir:ir-batch6-5700
4135,ir:ir-batch6-5853
4137,ir:ir-batch6-2329
4143,ir:ir-batch11-102
4149,ir:ir-batch6-5210
4152,ir:ir-batch6-4779
4155,ir:26626
4157,ir:ir-batch6-2153
4159,ir:ir-batch6-1246
4162,ir:ir-batch6-4013
4168,ir:ir-batch6-3350
4169,ir:598
4176,ir:ir-batch6-2130
4177,ir:ir-batch6-1225
4181,ir:291
4182,ir:ir-batch6-6166
4184,ir:ir-batch6-2909
4185,ir:ir-batch6-5273
4189,ir:553
4195,ir:ir-batch6-2198
4196,ir:239
4205,ir:ir-batch6-4849
4211,ir:ir-batch6-5898
4217,ir:ir-batch6-5763
4227,ir:ir-batch6-3970
4228,ir:ir-batch6-5830
4241,ir:ir-batch10-119
4252,ir:ir-batch6-6108
4259,ir:ir-batch6-4774
4265,ir:ir-batch6-1521
4270,ir:595
4272,ir:ir-batch6-5577
4274,ir:ir-batch6-4827
4275,ir:257
4280,ir:26683
4300,ir:ir-batch6-5067
4306,ir:ir-batch6-1031
4310,ir:ir-batch6-5895
4328,ir:ir-batch6-1052
4333,ir:ir-batch6-5004
4342,ir:26648
4343,ir:ir-batch6-1228
4347,ir:ir-batch6-2904
4351,ir:ir-batch6-2195
4352,ir:234
4354,ir:ir-batch6-4844
4357,ir:ir-batch6-5514
4362,ir:ir-batch6-2657
4365,ir:ir-batch6-6229
4377,ir:ir-batch6-4397
4379,ir:ir-batch6-5194
4391,ir:ir-batch6-5656
4396,ir:ir-batch6-2894
4399,ir:ir-batch6-4687
4410,ir:ir-batch6-187
4412,ir:ir-batch6-5346
4418,ir:ir-batch6-1310
4420,ir:ir-batch6-2005
4429,ir:ir-batch6-4126
4450,ir:ir-batch6-2066
4461,ir:ir-batch6-4436
4466,ir:ir-batch6-5966
4471,ir:ir-batch6-3775
4472,ir:ir-batch6-1930
4479,ir:ir-batch6-5635
4497,ir:ir-batch6-2899
4502,ir:ir-batch6-4148
4506,ir:ir-batch6-2762
4508,ir:ir-batch6-4971
4511,ir:ir-batch6-5421
4518,ir:ir-batch6-4622
4523,ir:ir-batch6-122
4526,ir:ir-batch6-5489
4531,ir:ir-batch6-6224
4533,ir:ir-batch6-5131
4539,ir:ir-batch6-1167
4547,ir:ir-batch6-5199
4561,ir:ir-batch6-3071
4565,ir:ir-batch6-5690
4579,ir:ir-batch6-5152
4588,ir:ir-batch6-3012
4595,ir:ir-batch6-4493
4598,ir:ir-batch6-5442
4612,ir:ir-batch6-5380
4616,ir:ir-batch6-978
4618,ir:67
4622,ir:ir-batch6-4641
4624,ir:ir-batch6-2852
4644,ir:ir-batch10-104
4654,ir:ir-batch6-5885
4659,ir:ir-batch6-5504
4663,ir:ir-batch6-4854
4667,ir:ir-batch6-1552
4671,ir:ir-batch6-2185
4672,ir:224
4675,ir:26658
4676,ir:ir-batch6-1238
4679,ir:ir-batch6-2914
4690,ir:ir-batch6-1531
4692,ir:ir-batch6-4837
4695,ir:ir-batch6-5567
4700,ir:ir-batch6-6118
4702,ir:ir-batch6-2977
4716,ir:ir-batch6-1021
4745,ir:ir-batch6-5509
4753,ir:ir-batch6-2188
4758,ir:229
4760,ir:543
4761,ir:ir-batch6-833
4770,ir:26655
4771,ir:ir-batch6-1235
4774,ir:ir-batch6-3449
4776,ir:281
4780,ir:ir-batch6-2919
4781,ir:ir-batch6-5263
4784,ir:739
4792,ir:ir-batch6-3633
4794,ir:ir-batch10-109
4795,ir:ir-batch6-5019
4808,ir:ir-batch6-3960
4814,ir:ir-batch6-5888
4839,ir:ir-batch6-3903
4845,ir:ir-batch6-3482
4847,ir:ir-batch6-703
4853,ir:ir-batch6-4003
4854,ir:23463
4861,ir:ir-batch6-6115
4862,ir:ir-batch6-5200
4865,ir:ir-batch6-2143
4869,ir:ir-batch6-4769
4874,ir:ir-batch6-850
4875,ir:520
4876,ir:ir-batch6-4892
4883,ir:ir-batch6-3002
4886,ir:ir-batch6-5628
4902,ir:ir-batch6-6257
4905,ir:ir-batch6-5142
4907,ir:ir-batch7-129
4908,ir:ir-batch6-5680
4913,ir:ir-batch6-4651
4915,ir:77
4924,ir:418
4925,ir:ir-batch6-4193
4926,ir:ir-batch6-968
4928,ir:ir-batch6-6085
4930,ir:ir-batch6-5390
4931,ir:ir-batch6-3278
4932,ir:ir-batch6-4902
4934,ir:ir-batch6-5452
4946,ir:ir-batch6-5499
4948,ir:ir-batch6-132
4954,ir:ir-batch6-2018
4958,ir:ir-batch6-4632
4962,ir:ir-batch6-2772
4973,ir:ir-batch6-2889
4975,ir:ir-batch12-162
4987,ir:ir-batch6-3061
4989,ir:ir-batch6-5189
5005,ir:ir-batch6-6234
5007,ir:ir-batch6-5121
5011,ir:ir-batch6-5918
5012,ir:ir-batch6-1177
5023,ir:ir-batch6-5335
5027,ir:ir-batch6-6020
5029,ir:415
5033,ir:ir-batch6-965
5035,ir:ir-batch6-6088
5057,ir:105
5061,ir:ir-batch6-5625
5069,ir:ir-batch6-3836
5076,ir:ir-batch6-4426
5079,ir:ir-batch6-1920
5082,ir:ir-batch7-124
5092,ir:ir-batch13-117
5098,ir:ir-batch6-5646
5103,ir:ir-batch6-4387
5115,ir:ir-batch6-5915
5119,ir:ir-batch6-906
