nid,pid
13,ir:MasterofGlobalAffairsProjects
14,ir:citationCollection
15,ir:graduateworks
16,ir:lac_harvest
17,ir:medprojects
18,ir:mnprojects
19,ir:signatureCollection
20,ir:thesisCollection
21,ir:undergradCollection
70,ir:irbatch65760
71,ir:1086
72,ir:24412
73,ir:9274
74,ir:2648
75,ir:4218
76,ir:25118
77,ir:24665
78,ir:20449
79,ir:irbatch6494
80,ir:irbatch61950
81,ir:21681
82,ir:1782
83,ir:21391
84,ir:2645
85,ir:24606
86,ir:23702
87,ir:irbatch6308
88,ir:irbatch62861
89,ir:irbatch64989
90,ir:irbatch6618
91,ir:irbatch64921
92,ir:irbatch62802
93,ir:irbatch62751
94,ir:irbatch61386
95,ir:irbatch63042
96,ir:irbatch65668
97,ir:4521
98,ir:irbatch62055
99,ir:21929
100,ir:23897
101,ir:irbatch61960
102,ir:irbatch63235
103,ir:irbatch64176
104,ir:21252
105,ir:1493
106,ir:2233
107,ir:13842
108,ir:irbatch61275
109,ir:irbatch62160
110,ir:irbatch6873
111,ir:irbatch13124
112,ir:irbatch61623
113,ir:12454
114,ir:8039
115,ir:82
116,ir:23506
117,ir:22856
118,ir:21473
119,ir:irbatch6315
120,ir:irbatch61640
121,ir:irbatch62297
122,ir:25389
123,ir:irbatch6938
124,ir:4531
125,ir:irbatch63738
126,ir:10225
127,ir:irbatch63099
128,ir:23841
129,ir:20407
130,ir:irbatch63031
131,ir:15779
132,ir:irbatch65461
133,ir:irbatch63589
134,ir:25480
135,ir:10756
136,ir:25428
137,ir:22481
138,ir:20597
139,ir:irbatch6863
140,ir:irbatch6730
141,ir:23359
142,ir:irbatch6529
143,ir:irbatch61716
144,ir:2223
145,ir:1322
146,ir:irbatch66183
147,ir:irbatch64585
148,ir:20551
149,ir:707
150,ir:2796
151,ir:23772
152,ir:24918
153,ir:irbatch62811
154,ir:irbatch6668
155,ir:irbatch62789
156,ir:irbatch62721
157,ir:25902
158,ir:24452
159,ir:irbatch65172
160,ir:irbatch62025
161,ir:irbatch66073
162,ir:irbatch6665
163,ir:21103
164,ir:irbatch65676
165,ir:irbatch64475
166,ir:10032
167,ir:24625
168,ir:20988
169,ir:irbatch61828
170,ir:23624
171,ir:irbatch64807
172,ir:15146
173,ir:22386
174,ir:irbatch61718
175,ir:4179
176,ir:irbatch63370
177,ir:2753
178,ir:irbatch6733
179,ir:9405
180,ir:2800
181,ir:5939
182,ir:1156
183,ir:irbatch61776
184,ir:5609
185,ir:25859
186,ir:irbatch64792
187,ir:irbatch63745
188,ir:irbatch63816
189,ir:irbatch13154
190,ir:22265
191,ir:irbatch65605
192,ir:irbatch61429
193,ir:irbatch61320
194,ir:10293
195,ir:22883
196,ir:21617
197,ir:12320
198,ir:23008
199,ir:irbatch65411
200,ir:22848
201,ir:irbatch61385
202,ir:13771
203,ir:irbatch61856
204,ir:2788
205,ir:24898
206,ir:6715
207,ir:4313
208,ir:14451
209,ir:2785
210,ir:22144
211,ir:irbatch64596
212,ir:5677
213,ir:irbatch61838
214,ir:1331
215,ir:9418
216,ir:24798
217,ir:irbatch61246
218,ir:9425
219,ir:irbatch6770
220,ir:irbatch61866
221,ir:irbatch10119
222,ir:20218
223,ir:12225
224,ir:irbatch62347
225,ir:irbatch61542
226,ir:176
227,ir:irbatch65656
228,ir:7160
229,ir:1530
230,ir:9510
231,ir:irbatch62066
232,ir:1781
233,ir:irbatch6648
234,ir:3483
235,ir:irbatch64622
236,ir:22293
237,ir:5018
238,ir:irbatch64351
239,ir:21337
240,ir:23221
241,ir:irbatch62852
242,ir:247
243,ir:4454
244,ir:irbatch9117
245,ir:24295
246,ir:irbatch64859
247,ir:24081
248,ir:25792
249,ir:23981
250,ir:4459
251,ir:irbatch63192
252,ir:irbatch62391
253,ir:irbatch63482
254,ir:25523
255,ir:irbatch6383
256,ir:irbatch63512
257,ir:24618
258,ir:25371
259,ir:11566
260,ir:1585
261,ir:25312
262,ir:2656
263,ir:13954
264,ir:9881
265,ir:23046
266,ir:1053
267,ir:23784
268,ir:irbatch65646
269,ir:irbatch65915
270,ir:20620
271,ir:irbatch6330
272,ir:22253
273,ir:irbatch64120
274,ir:irbatch62892
275,ir:irbatch62769
276,ir:6926
277,ir:irbatch6491
278,ir:15526
279,ir:irbatch6147
280,ir:irbatch61102
281,ir:irbatch61668
282,ir:irbatch64495
283,ir:1741
284,ir:23754
285,ir:14084
286,ir:11651
287,ir:787
288,ir:10452
289,ir:irbatch6825
290,ir:irbatch63335
291,ir:2716
292,ir:irbatch62697
293,ir:24865
294,ir:16061
295,ir:22925
296,ir:irbatch63494
297,ir:22366
298,ir:irbatch61092
299,ir:23165
300,ir:irbatch64505
301,ir:15470
302,ir:irbatch64842
303,ir:irbatch65002
304,ir:25721
305,ir:4328
306,ir:21847
307,ir:irbatch6562
308,ir:irbatch62322
309,ir:irbatch64889
310,ir:23312
311,ir:irbatch62632
312,ir:irbatch61527
313,ir:1751
314,ir:12306
315,ir:21652
316,ir:irbatch65454
317,ir:21699
318,ir:20432
319,ir:1058
320,ir:21631
321,ir:7672
322,ir:25473
323,ir:24670
324,ir:22863
325,ir:21135
326,ir:irbatch64381
327,ir:irbatch61926
328,ir:irbatch64420
329,ir:24179
330,ir:irbatch61365
331,ir:irbatch62070
332,ir:irbatch62332
333,ir:21214
334,ir:irbatch64831
335,ir:23302
336,ir:irbatch63421
337,ir:irbatch64701
338,ir:irbatch63152
339,ir:22318
340,ir:22935
341,ir:24875
342,ir:irbatch6276
343,ir:irbatch65826
344,ir:irbatch65775
345,ir:irbatch6835
346,ir:15979
347,ir:24502
348,ir:irbatch63990
349,ir:21734
350,ir:irbatch14101
351,ir:irbatch64794
352,ir:irbatch61569
353,ir:irbatch6246
354,ir:irbatch63956
355,ir:irbatch65875
356,ir:24845
357,ir:24396
358,ir:irbatch66261
359,ir:22004
360,ir:20678
361,ir:1761
362,ir:irbatch62040
363,ir:irbatch65303
364,ir:26094
365,ir:15568
366,ir:irbatch64025
367,ir:25566
368,ir:22976
369,ir:20733
370,ir:irbatch64028
371,ir:22431
372,ir:20544
373,ir:1496
374,ir:irbatch63873
375,ir:13911
376,ir:22843
377,ir:15578
378,ir:23279
379,ir:irbatch63591
380,ir:23570
381,ir:irbatch64110
382,ir:22888
383,ir:irbatch61906
384,ir:23764
385,ir:10230
386,ir:21118
387,ir:1841
388,ir:20412
389,ir:22432
390,ir:9934
391,ir:20524
392,ir:24708
393,ir:irbatch63402
394,ir:508
395,ir:irbatch65589
396,ir:2780
397,ir:22451
398,ir:23190
399,ir:8940
400,ir:24215
401,ir:23694
402,ir:irbatch65805
403,ir:9319
404,ir:irbatch64307
405,ir:624
406,ir:21671
407,ir:25627
408,ir:1821
409,ir:20162
410,ir:25337
411,ir:20608
412,ir:irbatch12147
413,ir:22886
414,ir:357
415,ir:9752
416,ir:12484
417,ir:24139
418,ir:22713
419,ir:1505
420,ir:9546
421,ir:22203
422,ir:14561
423,ir:irbatch63592
424,ir:23573
425,ir:irbatch65594
426,ir:irbatch6755
427,ir:irbatch63316
428,ir:21540
429,ir:irbatch64036
430,ir:894
431,ir:irbatch61019
432,ir:1485
433,ir:24880
434,ir:irbatch62408
435,ir:irbatch62362
436,ir:1634
437,ir:14449
438,ir:irbatch61504
439,ir:24330
440,ir:irbatch61646
441,ir:irbatch62729
442,ir:irbatch6169
443,ir:irbatch61494
444,ir:23209
445,ir:9294
446,ir:24910
447,ir:25150
448,ir:21312
449,ir:24685
450,ir:1852
451,ir:21602
452,ir:21661
453,ir:634
454,ir:irbatch61628
455,ir:21371
456,ir:21136
457,ir:3123
458,ir:irbatch62881
459,ir:1546
460,ir:15252
461,ir:irbatch62563
462,ir:irbatch64349
463,ir:22054
464,ir:irbatch63574
465,ir:9842
466,ir:irbatch65124
467,ir:20390
468,ir:1090
469,ir:1289
470,ir:14865
471,ir:25036
472,ir:20509
473,ir:irbatch61029
474,ir:irbatch6706
475,ir:22606
476,ir:6039
477,ir:irbatch62125
478,ir:10151
479,ir:4355
480,ir:21003
481,ir:irbatch64575
482,ir:irbatch65825
483,ir:24238
484,ir:9977
485,ir:24599
486,ir:irbatch65011
487,ir:irbatch63383
488,ir:25927
489,ir:irbatch6396
490,ir:irbatch64186
491,ir:10770
492,ir:14745
493,ir:947
494,ir:10886
495,ir:13468
496,ir:3150
497,ir:23791
498,ir:irbatch64433
499,ir:5073
500,ir:irbatch6492
501,ir:24373
502,ir:24930
503,ir:8826
504,ir:irbatch6502
505,ir:23999
506,ir:irbatch6778
507,ir:irbatch61285
508,ir:irbatch63451
509,ir:24808
510,ir:538
511,ir:irbatch6848
512,ir:irbatch62962
513,ir:25741
514,ir:23601
515,ir:24756
516,ir:22616
517,ir:11480
518,ir:irbatch6826
519,ir:24735
520,ir:11389
521,ir:535
522,ir:irbatch6845
523,ir:20830
524,ir:15646
525,ir:25007
526,ir:14697
527,ir:1380
528,ir:irbatch64037
529,ir:irbatch61201
530,ir:irbatch61711
531,ir:irbatch63607
532,ir:23330
533,ir:5109
534,ir:2588
535,ir:irbatch65088
536,ir:23181
537,ir:irbatch61076
538,ir:26106
539,ir:23011
540,ir:22578
541,ir:irbatch63861
542,ir:irbatch62818
543,ir:1577
544,ir:4558
545,ir:irbatch62290
546,ir:8227
547,ir:15773
548,ir:22065
549,ir:irbatch62746
550,ir:20309
551,ir:23825
552,ir:23846
553,ir:11780
554,ir:9743
555,ir:346
556,ir:irbatch61066
557,ir:23653
558,ir:irbatch64723
559,ir:263
560,ir:22649
561,ir:22359
562,ir:20525
563,ir:25564
564,ir:irbatch65095
565,ir:23157
566,ir:irbatch61762
567,ir:irbatch61899
568,ir:1452
569,ir:1338
570,ir:21179
571,ir:21613
572,ir:irbatch61381
573,ir:11099
574,ir:24425
575,ir:25975
576,ir:25122
577,ir:918
578,ir:irbatch7100
579,ir:12381
580,ir:21117
581,ir:irbatch63048
582,ir:irbatch62589
583,ir:5290
584,ir:24652
585,ir:3378
586,ir:irbatch65135
587,ir:irbatch66220
588,ir:23805
589,ir:irbatch61473
590,ir:23735
591,ir:irbatch61100
592,ir:22536
593,ir:irbatch66243
594,ir:irbatch61314
595,ir:3132
596,ir:irbatch64393
597,ir:irbatch61957
598,ir:irbatch6458
599,ir:irbatch61667
600,ir:irbatch62062
601,ir:25402
602,ir:23373
603,ir:23663
604,ir:23998
605,ir:21561
606,ir:irbatch65857
607,ir:irbatch63186
608,ir:22364
609,ir:21071
610,ir:irbatch65704
611,ir:4344
612,ir:irbatch62424
613,ir:23414
614,ir:13597
615,ir:irbatch6448
616,ir:101
617,ir:25378
618,ir:14792
619,ir:20185
620,ir:1285
621,ir:22861
622,ir:22058
623,ir:20977
624,ir:1034
625,ir:irbatch61947
626,ir:3122
627,ir:12677
628,ir:irbatch62846
629,ir:21960
630,ir:10578
631,ir:25606
632,ir:1800
633,ir:irbatch62266
634,ir:956
635,ir:irbatch65435
636,ir:24115
637,ir:16128
638,ir:1581
639,ir:irbatch6837
640,ir:2704
641,ir:irbatch63344
642,ir:21061
643,ir:6035
644,ir:25733
645,ir:23920
646,ir:24781
647,ir:1315
648,ir:24465
649,ir:irbatch6384
650,ir:25935
651,ir:9770
652,ir:irbatch61113
653,ir:irbatch61403
654,ir:1582
655,ir:25315
656,ir:20392
657,ir:21900
658,ir:10211
659,ir:irbatch62265
660,ir:21191
661,ir:irbatch65458
662,ir:20186
663,ir:irbatch63831
664,ir:irbatch7123
665,ir:25162
666,ir:14098
667,ir:irbatch6652
668,ir:irbatch62883
669,ir:irbatch6190
670,ir:irbatch61045
671,ir:4188
672,ir:25529
673,ir:21705
674,ir:13584
675,ir:irbatch63324
676,ir:286
677,ir:9683
678,ir:4495
679,ir:irbatch63904
680,ir:21062
681,ir:9648
682,ir:irbatch6857
683,ir:23522
684,ir:irbatch64142
685,ir:368
686,ir:24168
687,ir:16155
688,ir:irbatch63772
689,ir:22046
690,ir:irbatch65155
691,ir:926
692,ir:irbatch63015
693,ir:10262
694,ir:irbatch62386
695,ir:irbatch65854
696,ir:21562
697,ir:irbatch6824
698,ir:296
699,ir:21501
700,ir:24096
701,ir:25047
702,ir:11192
703,ir:irbatch63430
704,ir:irbatch62159
705,ir:irbatch11108
706,ir:15668
707,ir:irbatch64509
708,ir:irbatch63681
709,ir:irbatch64843
710,ir:irbatch65513
711,ir:9161
712,ir:1358
713,ir:irbatch65586
714,ir:irbatch61578
715,ir:irbatch62164
716,ir:1451
717,ir:irbatch65737
718,ir:21042
719,ir:irbatch62474
720,ir:11950
721,ir:22629
722,ir:irbatch63463
723,ir:irbatch6819
724,ir:569
725,ir:24892
726,ir:14128
727,ir:24279
728,ir:21876
729,ir:irbatch65792
730,ir:1074
731,ir:6337
732,ir:irbatch61654
733,ir:21177
734,ir:irbatch62868
735,ir:irbatch12183
736,ir:5293
737,ir:451
738,ir:irbatch6921
739,ir:20669
740,ir:23216
741,ir:4546
742,ir:20413
743,ir:irbatch62245
744,ir:24136
745,ir:23459
746,ir:21584
747,ir:irbatch6809
748,ir:3539
749,ir:7846
750,ir:23396
751,ir:20741
752,ir:22657
753,ir:2586
754,ir:4304
755,ir:9171
756,ir:irbatch6247
757,ir:irbatch61078
758,ir:25067
759,ir:irbatch65596
760,ir:22634
761,ir:21109
762,ir:irbatch62255
763,ir:irbatch65116
764,ir:9233
765,ir:23265
766,ir:20949
767,ir:irbatch63546
768,ir:10752
769,ir:906
770,ir:irbatch64472
771,ir:irbatch65178
772,ir:20674
773,ir:irbatch64464
774,ir:irbatch61699
775,ir:irbatch63874
776,ir:24904
777,ir:11730
778,ir:21948
779,ir:irbatch6679
780,ir:23519
781,ir:25623
782,ir:irbatch66134
783,ir:4168
784,ir:irbatch62101
785,ir:irbatch63468
786,ir:irbatch65580
787,ir:14123
788,ir:21027
789,ir:22332
790,ir:irbatch62605
791,ir:irbatch65546
792,ir:266
793,ir:21870
794,ir:irbatch62298
795,ir:24681
796,ir:irbatch62720
797,ir:irbatch6413
798,ir:4533
799,ir:20672
800,ir:22274
801,ir:15776
802,ir:irbatch61911
803,ir:irbatch7115
804,ir:irbatch61689
805,ir:irbatch6937
806,ir:25444
807,ir:irbatch61719
808,ir:20553
809,ir:irbatch6526
810,ir:14907
811,ir:24884
812,ir:irbatch61881
813,ir:irbatch64051
814,ir:25571
815,ir:22322
816,ir:irbatch6222
817,ir:2801
818,ir:12010
819,ir:25097
820,ir:25587
821,ir:irbatch63445
822,ir:23366
823,ir:20777
824,ir:irbatch6578
825,ir:22478
826,ir:24252
827,ir:irbatch63322
828,ir:22602
829,ir:irbatch63448
830,ir:irbatch61234
831,ir:23029
832,ir:irbatch61176
833,ir:irbatch64633
834,ir:irbatch63570
835,ir:2691
836,ir:21487
837,ir:irbatch64960
838,ir:13378
839,ir:irbatch65430
840,ir:15552
841,ir:irbatch62710
842,ir:9776
843,ir:22737
844,ir:20399
845,ir:25107
846,ir:irbatch61989
847,ir:14287
848,ir:995
849,ir:21441
850,ir:irbatch66021
851,ir:3454
852,ir:irbatch65762
853,ir:780
854,ir:irbatch61867
855,ir:23101
856,ir:21507
857,ir:24862
858,ir:irbatch64883
859,ir:25258
860,ir:irbatch65701
861,ir:5918
862,ir:irbatch61543
863,ir:irbatch6506
864,ir:irbatch10115
865,ir:20510
866,ir:irbatch61030
867,ir:irbatch63436
868,ir:1300
869,ir:irbatch66109
870,ir:21203
871,ir:7668
872,ir:21978
873,ir:23285
874,ir:irbatch63264
875,ir:24957
876,ir:404
877,ir:irbatch65904
878,ir:1818
879,ir:21648
880,ir:irbatch63844
881,ir:20389
882,ir:7375
883,ir:1235
884,ir:irbatch6433
885,ir:irbatch61523
886,ir:irbatch64776
887,ir:irbatch63435
888,ir:irbatch61759
889,ir:13743
890,ir:21077
891,ir:irbatch61754
892,ir:1464
893,ir:25119
894,ir:irbatch64439
895,ir:5260
896,ir:21335
897,ir:irbatch63563
898,ir:22781
899,ir:22239
900,ir:1745
901,ir:13928
902,ir:20445
903,ir:irbatch6430
904,ir:24954
905,ir:22595
906,ir:117
907,ir:21628
908,ir:2354
909,ir:irbatch61602
910,ir:irbatch61168
911,ir:24374
912,ir:25467
913,ir:5564
914,ir:20632
915,ir:irbatch64685
916,ir:21499
917,ir:25099
918,ir:irbatch61817
919,ir:24048
920,ir:13220
921,ir:irbatch63480
922,ir:12879
923,ir:13581
924,ir:6586
925,ir:587
926,ir:25584
927,ir:23616
928,ir:irbatch9115
929,ir:9623
930,ir:2575
931,ir:736
932,ir:21273
933,ir:23027
934,ir:20332
935,ir:15875
936,ir:1758
937,ir:23537
938,ir:20641
939,ir:23554
940,ir:21328
941,ir:417
942,ir:21442
943,ir:irbatch64424
944,ir:irbatch65627
945,ir:irbatch63573
946,ir:irbatch64388
947,ir:irbatch63063
948,ir:irbatch63000
949,ir:irbatch6639
950,ir:irbatch65392
951,ir:irbatch12103
952,ir:21162
953,ir:20922
954,ir:irbatch61332
955,ir:20468
956,ir:irbatch64998
957,ir:11786
958,ir:irbatch62592
959,ir:irbatch13128
960,ir:960
961,ir:24649
962,ir:22709
963,ir:irbatch62813
964,ir:2732
965,ir:4921
966,ir:irbatch6799
967,ir:21285
968,ir:irbatch6221
969,ir:20879
970,ir:26100
971,ir:irbatch6525
972,ir:1192
973,ir:25705
974,ir:16251
975,ir:5665
976,ir:20023
977,ir:9360
978,ir:20475
979,ir:1265
980,ir:irbatch64610
981,ir:9245
982,ir:irbatch63530
983,ir:irbatch6619
984,ir:irbatch65160
985,ir:irbatch64467
986,ir:irbatch65954
987,ir:21618
988,ir:24327
989,ir:irbatch64985
990,ir:22824
991,ir:irbatch61769
992,ir:irbatch63115
993,ir:21788
994,ir:irbatch64815
995,ir:14647
996,ir:1350
997,ir:irbatch63466
998,ir:irbatch61859
999,ir:10301
1000,ir:irbatch61274
1001,ir:20244
1002,ir:irbatch6742
1003,ir:irbatch64042
